count|raw_tweet|processed_tweet
344|@sixfootcandy Wellbutrin is my enhancer to Cymbalta. I’ve been on it for years without any problem.|sixfootcandy wellbutrin   enhancer  cymbalta ve        
345|@rebeccah6691 @poregan The Effexor matches your cymbalta- the lithium and Wellbutrin don’t match|rebeccah poregan  effexor matches  cymbalta  lithium  wellbutrin don match
346|@leahisokiguess @eoisendgame1 I weaned off Cymbalta after 3 years. Now I’m on Zoloft !|leahisokiguess eoisendgame  weaned  cymbalta       zoloft 
347|@0liviaStabler @eoisendgame1 Yea, they warn you not to take caffeine and stuff on that one…it just didn’t do anything at all for me. I’m a Cymbalta girl|liviastabler eoisendgame yea  warn     caffeine  stuff   …  didn         cymbalta girl
348|RT @Elizabeth_USA27: @irishrygirl @elonmusk @pmarca My dad has ptsd and depression from Vietnam. Takes cymbalta and Wellbutrin daily. Saved…|rt elizabethusa irishrygirl elonmusk pmarca  dad  ptsd  depression  vietnam takes cymbalta  wellbutrin daily saved…
349|@BigBoobs_Milf @_cymbalta_and_sex_drive_how_men_should_masturbate_what_does_og_mean_in_teen_mom_adult_movie_video_file_sharing_porn|bigboobsmilf cymbaltaandsexdrivehowmenshouldmasturbatewhatdoesogmeaninteenmomadultmovievideofilesharingporn
350|@irishrygirl @elonmusk @pmarca My dad has ptsd and depression from Vietnam. Takes cymbalta and Wellbutrin daily. Saved his life and gives him a better quality of life.|irishrygirl elonmusk pmarca  dad  ptsd  depression  vietnam takes cymbalta  wellbutrin daily saved  life      quality  life
351|I'm not his fan at all, but he's got a point; Wellbutrin made me feel like I was crawling in my skin and losing my mind. Same with Cymbalta. ✋😬✋😬 Don't give up, though. You'll find your fit. Mine's Paxil. 😊🥰 https://t.co/Aqurm1vPxu|   fan        wellbutrin   feel    crawling   skin  losing  mind   cymbalta ✋😬✋😬        fit mine paxil 😊🥰 httpscoaqurmvpxu
352|Alexa, play that one Cymbalta commercial while i stare out the window #WolvesBack #wheredoesdepressionhurt|alexa play   cymbalta commercial   stare   window wolvesback wheredoesdepressionhurt
353|@elonmusk @pmarca Cymbalta has them all beat.  Took me 18 months to get off it.  Turns you into an emotionless zombie.  Lots of collateral damage for sure…🤬  Big money maker though so that’s the bottom line.|elonmusk pmarca cymbalta    beat     months          emotionless zombie  lots  collateral damage  …🤬   money maker     bottom line
354|@elonmusk @pmarca Cymbalta is really bad, too. Getting off of it is absolute hell. Torture. It should be illegal.|elonmusk pmarca cymbalta   bad  getting     absolute hell torture    illegal
355|@elonmusk @pmarca Cymbalta works wonders for me!!!|elonmusk pmarca cymbalta  wonders  
356|@elonmusk @pmarca Withdrawal from Cymbalta is really bad if you don’t take it for 2 or more days|elonmusk pmarca withdrawal  cymbalta   bad   don       days
357|RT @LetsRollKAG2020: @elonmusk @pmarca Wellbutrin helped to stop smoking the 1st round of quitting, but Cymbalta was the key to quitting fo…|rt letsrollkag elonmusk pmarca wellbutrin helped  stop smoking  st round  quitting  cymbalta   key  quitting fo…
358|@elonmusk @pmarca Wellbutrin helped to stop smoking the 1st round of quitting, but Cymbalta was the key to quitting for good.|elonmusk pmarca wellbutrin helped  stop smoking  st round  quitting  cymbalta   key  quitting  
359|@kurknielsen @elonmusk @pmarca He’s correct, keep family away from Cymbalta, rebranded Wellbutrin|kurknielsen elonmusk pmarca  correct  family   cymbalta rebranded wellbutrin
360|@elonmusk @pmarca Wellbutrin rebranded to Cymbalta, same conversation same story. @elonmusk|elonmusk pmarca wellbutrin rebranded  cymbalta  conversation  story elonmusk
361|@elonmusk @pmarca Adderall xr and a Lil Cymbalta to help with the mood side effects|elonmusk pmarca adderall xr   lil cymbalta  help   mood  effects
362|@AssusReamus A good therapist, exercise, trazodone for sleep, buspar for anxiety, &amp; cymbalta for depression. A combo of biology and lived trauma means that I need support to keep my MH balanced.|assusreamus   therapist exercise trazodone  sleep buspar  anxiety amp cymbalta  depression  combo  biology  lived trauma means    support    mh balanced
363|@lollydoll26 I take 1800mg of Gralise a day and 60mg of Cymbalta for nerve pain and it finally has it under control. Gralise is a time release form of Gabapentin.|lollydoll   mg  gralise  day  mg  cymbalta  nerve pain   finally    control gralise   time release form  gabapentin
364|@madisonraugust THIS🙌🏻🙌🏻🙌🏻 (Cymbalta for me lol)|madisonraugust 🙌🏻🙌🏻🙌🏻 cymbalta   lol
365|@nateplopface @HalstedMD So there’s no reasoning to treat an obese schizophrenic with Geodon vs Zyprexa?? How about treating the bipolar patient with a GFR of 42 with depakote instead of lithium?? How about the depressed patient with neuropathy, Cymbalta vs Zoloft??|nateplopface halstedmd    reasoning  treat  obese schizophrenic  geodon vs zyprexa   treating  bipolar patient   gfr    depakote instead  lithium    depressed patient  neuropathy cymbalta vs zoloft
366|Has anyone taken Cymbalta? I'm starting it next week and don't know what to expect|   cymbalta  starting   week      expect
367|@preparetoboard sleep disorder here, 60mg cymbalta before bed and lots of thc gummies|preparetoboard sleep disorder  mg cymbalta  bed  lots  thc gummies
368|@PanickedFoodie I truly think fibro is autoimmune but it makes me curious about how Cymbalta works with it.  Not an expert on Cymbalta at all, so I don't know if it would affect the immune system.  I just know that it genuinely helps with my pain|panickedfoodie  truly  fibro  autoimmune   makes  curious   cymbalta       expert  cymbalta          affect  immune system       genuinely helps   pain
369|I started my cymbalta prescription today and got my vraylar refilled let’s fucking goooooo https://t.co/0fVdCrfbbD| started  cymbalta prescription     vraylar refilled  fucking goooooo httpscofvdcrfbbd
370|MCS is like [really obvious lyrics about having brain disorders] and i appreciate that bc sometimes you are 11 and your psych takes you off your meds bc youre getting fat and youre crazy sometimes you at turning 29 and your cymbalta is NOT working and you are crazy|mcs    obvious lyrics   brain disorders   appreciate  bc sometimes      psych takes    meds bc youre getting fat  youre crazy sometimes       cymbalta       crazy
371|@Bean_of_Chaos I would bet your doctor will put you on Zoloft. It's an excellent medication. However after a while some SSRI effects can wane. That happened to me after about 2 years. At that point you can try another medication. I have been on six different SSRIs and two SNRIs. Cymbalta now.|beanofchaos   bet  doctor     zoloft   excellent medication      ssri effects  wane  happened            try  medication     six  ssris   snris cymbalta 
372|@ModestCube Gabapentin? I use it as a supplement to my duloxitine/cymbalta and it’s pretty low milligram. Not sure if it would work the same way with ADHD meds, but when I take two before bed it’s at least a full sleep and I don’t wake up in the night.|modestcube gabapentin      supplement   duloxitinecymbalta   pretty low milligram           adhd meds       bed      sleep   don wake    night
373|Since I have talked about ore menopausal stuff here, I’ll share this. I take duloxetine (Cymbalta) for neuropathic pain &amp; anxiety. I ran out last week and HOLY MOLY did I have night sweats/hot flashes. Started back up, and much better. Phew!|   talked  ore menopausal stuff  ll share    duloxetine cymbalta  neuropathic pain amp anxiety  ran   week  holy moly    night sweatshot flashes started      phew
374|https://t.co/psQYeHvD7Y|httpscopsqyehvdy
375|https://t.co/IGu2ZiChZx|httpscoiguzichzx
376|Duloxetine Gastro Resistant Tablets ip 20 mg in hindi  Cymbalta Tablet In Hindi https://t.co/EqUgZB5WYA|duloxetine gastro resistant tablets ip  mg  hindi  cymbalta tablet  hindi httpscoequgzbwya
377|@BigBoobs_Milf @_list_of_japanese_porn_stars_free_hd_nylon_porn_adult_doseage_of_cymbalta_cum_ass_swapping_anal_orgy_hd|bigboobsmilf listofjapanesepornstarsfreehdnylonpornadultdoseageofcymbaltacumassswappinganalorgyhd
378|@nikki_kelley1 It’s helped me ALOT when I travel. I did a dumb think and cold turkey stopped cymbalta so right now I’m on zero meds for fibro|nikkikelley  helped  alot   travel    dumb   cold turkey stopped cymbalta      zero meds  fibro
379|Naur but I’ll have my cymbalta again tomorrow it’ll be fine|naur  ll   cymbalta  tomorrow ll  fine
380|錠剤タイプのサインバルタジェネリック【デュラタ】のご紹介です😊たっぷり使える200錠入りがお安くお求めいただけます♪ブログはこちら→https://t.co/Om6MybNmAT※劇薬指定となるお薬です、処方経験のある方のご利用を推奨します。#サインバルタ#抗うつ薬#疼痛https://t.co/7hSbaj3oEJ|錠剤タイプのサインバルタジェネリック【デュラタ】のご紹介です😊たっぷり使える錠入りがお安くお求めいただけます♪ブログはこちら→httpscoommybnmat※劇薬指定となるお薬です、処方経験のある方のご利用を推奨します。サインバルタ抗うつ薬疼痛httpscohsbajoej
381|Good news. Cymbalta blocks the reuptake of both  serotonin and norepinephrine in the neuronal synapse, while Lexapro blocks serotonin reuptake only. https://t.co/YuHnUrbApV| news cymbalta blocks  reuptake    serotonin  norepinephrine   neuronal synapse  lexapro blocks serotonin reuptake  httpscoyuhnurbapv
382|It's been 2 hours since I took my first ever Lexapro &amp; my mind is quiet. I feel really calm but how is this possible? It took 2 weeks back in the day for Cymbalta to have an effect. I'm in shock @ how relaxed my mind is right now. I'm so calm. I guess I'm a Lexapro Heaux now 😩😂|   hours       lexapro amp  mind  quiet  feel  calm         weeks    day  cymbalta    effect   shock   relaxed  mind      calm  guess   lexapro heaux  😩😂
383|@marlaneto my neurologist prescribed me Cymbalta for inflammation and anxiety. Game changer. It's not a narcotic like Xanax. It really does help take the edge off. Talk to your about it. I hope you feel better.|marlaneto  neurologist prescribed  cymbalta  inflammation  anxiety game changer    narcotic  xanax    help   edge  talk      hope  feel 
384|Angela Stanton - Cymbalta: A Neurological Damage Machine https://t.co/NFMFXQImTM|angela stanton  cymbalta  neurological damage machine httpsconfmfxqimtm
385|I'm on 60mg cymbalta and 300mg wellbutrin, and the withdrawal is MUCH WORSE than when I was just on 120mg cymbalta. I feel like someone's rolling marbles around inside my skull and I can hardly keep my eyes open.|  mg cymbalta  mg wellbutrin   withdrawal   worse       mg cymbalta  feel   rolling marbles  inside  skull    hardly   eyes 
386|cymbalta day 13: told my dad my pills made me sleepy, he said “do u think u really need them?” and i was like, hmmm, idk dave!!! maybe if u didn’t traumatize me we’d be in a different boat!!!!|cymbalta day  told  dad  pills   sleepy              hmmm idk dave maybe   didn traumatize       boat
387|Called me squirrelly for being nervous, mentioned my substance history then told me she wanted me to see a addictionologist for smoking weed.  And tried to gaslight me about telling me to completely stop Cymbalta which I withdrew from, that's not even the worst.|called  squirrelly   nervous mentioned  substance history  told        addictionologist  smoking weed   tried  gaslight   telling   completely stop cymbalta   withdrew      worst
388|@SliderLinda I am on 500mg of Naproxen 2x a day, flexiril at night, and I smoke weed. I can’t take opioids and had bad experiences with any medicine my doc tried! Cymbalta, Lyrica, Gabapentin…no relief and they made me sick|sliderlinda    mg  naproxen x  day flexiril  night   smoke weed    opioids   bad experiences   medicine  doc tried cymbalta lyrica gabapentin… relief     sick
389|@wendy_burgerr *cooks cymbalta on a spoon*Oh yeah, that’s the stuff….!|wendyburgerr cooks cymbalta   spoonoh yeah   stuff…
390|@oncloud_e I was doing that as I read this tweet! Currently on Cymbalta and it does nothing to help lmao.|oncloude       read  tweet currently  cymbalta      help lmao
391|@LilShortyHatter my dr has me on Cymbalta|lilshortyhatter  dr    cymbalta
392|@2thecurve Idk if my cymbalta does it or my PTSD maybe both. Have you talked w/ your Dr about it?|thecurve idk   cymbalta     ptsd maybe    talked   dr  
393|@neilvaughan1st Fluoxetine made me suicidal. Gum shield? You grind your teeth? Anxiety meds have shot through roof since covid. Everyone gets cymbalta or brand name. Cheapest anti depressant/anxiety stuff there is. Doesn't work for most. Ask to see diff gp! Pregabalin widely used! Xx|neilvaughanst fluoxetine   suicidal gum shield  grind  teeth anxiety meds  shot  roof  covid   cymbalta  brand name cheapest anti depressantanxiety stuff          diff gp pregabalin widely  xx
394|@recurringfear helps you accomplish more than you think and then you feel better about yourselfalso, cymbalta is god to me|recurringfear helps  accomplish        feel   yourselfalso cymbalta  god  
395|BADBRETH FUDGE THE DOG POO UNEXPECTED SLEEPY JOE BIDEN FOR OUR HEALTH. AND THE UNITED STATES CRAP CARDANO TICKETS SUGAR DADDY UNITED KINGDOM EGC BAD DIARRHEA CAN ROMANCE DEMIVOLT TAKE CYMBALTA. WHINE NOISES DIARRHEA THE TIME HE SHOWED TRUMP WHISTLING MUSIC NOT FAR AWAY.|badbreth fudge  dog poo unexpected sleepy joe biden   health   united  crap cardano tickets sugar daddy united kingdom egc bad diarrhea  romance demivolt  cymbalta whine noises diarrhea  time   trump whistling music   
396|RT @87_trill: @jimmyperry0621 Sa Roc CymbaltaLuke Fiasco MF doomBLACK thought Phife dawgEtc....|rt trill jimmyperry sa roc cymbaltaluke fiasco mf doomblack  phife dawgetc
397|@DoctorAnarchist The antidepressant Cymbalta is another repurposed drug . It was originally Duloxetine, a bladder stabilizer. It was known to lead to severe agitation &amp; FDA banned its use but it was later repurposed as the antidepressant Cymbaltahttps://t.co/7FK7SxBjJw|doctoranarchist  antidepressant cymbalta   repurposed drug    originally duloxetine  bladder stabilizer     lead  severe agitation amp fda banned       repurposed   antidepressant cymbaltahttpscofksxbjjw
398|@jimmyperry0621 Sa Roc CymbaltaLuke Fiasco MF doomBLACK thought Phife dawgEtc....|jimmyperry sa roc cymbaltaluke fiasco mf doomblack  phife dawgetc
399|@ChloeMarch10 I’m on Cymbalta. Latuda Didn’t Seem To Work. I Also Take 800mg Of Seroquel Along With My 3mg Of Xanax|chloemarch   cymbalta latuda didn       mg  seroquel    mg  xanax
400|@afrosabi (I do realize that Cymbalta isn't the same medication of course but I do hope the side effects are over soon)|afrosabi   realize  cymbalta    medication  course    hope   effects   soon
401|@afrosabi I took that years ago and had similar side effects. I think it got better in time but I didn't stay on it for long and switched meds. I am on Cymbalta now and take it at night so if I'm drowsy I'm able to sleep.|afrosabi     ago   similar  effects       time    stay      switched meds    cymbalta      night    drowsy  able  sleep
402|anyone here take either Cymbalta in combination with a stimulant? my psychiatrist started me on Effexor then Cymbalta (after I had super bad insomnia on E) for my GAD, and it's quieted my mind a bit but I've still got terrible issues with memory, focus + other more ADHD symptoms|    cymbalta  combination   stimulant  psychiatrist started   effexor  cymbalta    super bad insomnia     gad   quieted  mind  bit     terrible issues  memory focus    adhd symptoms
403|@batbushka @SquirrelsongsJo @anikaluvsapples It's way too easy. I'm glad I'm on cymbalta already (not bc of a shitty dr) so I don't have to deal with that|batbushka squirrelsongsjo anikaluvsapples    easy  glad   cymbalta   bc   shitty dr      deal  
404|somebody forgot to take their cymbalta 😮‍💨| forgot    cymbalta 😮‍💨
405|@miiphobe ARE YOU KIDDING ME that's fucking insane. i wasn't even on that much cymbalta and i have 50 lbs on that !!|miiphobe   kidding   fucking insane       cymbalta     lbs   
406|@batbushka 110 pounds on 60mg of cymbaltawho thought this was a good idea????still trying to get off of it 🙂|batbushka  pounds  mg  cymbaltawho      idea trying      🙂
407|@tiredsias @batbushka I have neuropathy. My pain is from damaged nerves all over my body, especially in my legs. Guess what Cymbalta did for that pain? NOTHING! Even though my prescribing doc thought “it might help.” Your idea about chronic pain is an utter myth.|tiredsias batbushka   neuropathy  pain   damaged nerves    body especially   legs guess  cymbalta    pain     prescribing doc    help  idea  chronic pain   utter myth
408|literally thought i was dying for 2 weeks when i came off cymbalta &amp; suffered serotonin syndrome🥲🥲 https://t.co/3CaNtTU3xH|literally    dying   weeks     cymbalta amp suffered serotonin syndrome🥲🥲 httpscocanttuxh
409|I was supposed to be 6’2 but my mom was taking cymbalta and smoking malboro lights while I was in the womb https://t.co/CTULTv0Ndz|  supposed      mom  taking cymbalta  smoking malboro lights      womb httpscoctultvndz
410|@julie_curious1 Thanks. It's given for everything. MS? Try Cymbalta/snri. CFS, fibromyalgia, Lyme, I could go on. I'm not even depressed. I just have horrific brain fog and fatigue. Ugh.|juliecurious thanks     ms try cymbaltasnri cfs fibromyalgia lyme        depressed    horrific brain fog  fatigue ugh
411|https://t.co/WPbdeqH4Zp  #health #tips #inspiration #healing #organic #fit #nutrition #motivation #workout|httpscowpbdeqhzp  health tips inspiration healing organic fit nutrition motivation workout
412|@doc_singing When I was going through Cymbalta withdrawal all the doctors gaslit me. Told me withdrawal couldn’t last more than a month. Mine lasted years! I still have issues 9 years later. Thanks to forums I’m alive. I survived|docsinging      cymbalta withdrawal   doctors gaslit  told  withdrawal couldn     month mine lasted     issues    thanks  forums  alive  survived
413|@batbushka I almost died from adderall cymbalta and tramadol from medicaid clinic in #Longview #WA #MedicaidAwarenessMonth then they gave me too much thyroid meds and darn near did it again.|batbushka   died  adderall cymbalta  tramadol  medicaid clinic  longview wa medicaidawarenessmonth       thyroid meds  darn near   
414|I also need to try again to get a psychiatry appt. tomorrow to help with meds as I'm trying to finish tapering Cymbalta. Mood/energy has been too unstable last month or so to continue tapering without a little help. Still want to get off of it though.|    try     psychiatry appt tomorrow  help  meds   trying  finish tapering cymbalta moodenergy    unstable  month    continue tapering   little help        
415|@BigBoobs_Milf @_live_nude_cam_chats_ass_over_tea_kettle_origins_daily_soft_porn_cymbalta_and_sex_drive|bigboobsmilf livenudecamchatsassoverteakettleoriginsdailysoftporncymbaltaandsexdrive
416|@Heena77142958 @YoDoctorYo Cymbalta made my covid brain WAY WORSE!  It was horrific.  I think the norepinephrine is poison for covid long haulers with anxiety|heena yodoctoryo cymbalta   covid brain  worse    horrific     norepinephrine  poison  covid  haulers  anxiety
417|@HusebyAutumn Yeah you need to watch the side effects of the cymbalta it can be a little rough on you I take cymbalta and when I'm low it's rough on me as well be careful and safe please|husebyautumn yeah    watch   effects   cymbalta     little rough     cymbalta    low  rough      careful  safe please
418|@miriamsancam82 @lealtad333 Que a lo mejor en tu caso no las necesitas si no sufres estos trastornos ya que los tres mencionados hacen el mismo efecto por 300 y al final el cerebro no sabe cómo actuar. No soy médico pero si me han recetado todas y solo tome una pastilla de cymbalta(duloxetina) y me +|miriamsancam lealtad que  lo mejor en tu caso  las necesitas si  sufres estos trastornos ya que los tres mencionados hacen el mismo efecto por   al final el cerebro  sabe cómo actuar  soy médico pero si  han recetado todas  solo tome una pastilla de cymbaltaduloxetina   
419|@miriamsancam82 @lealtad333 Tanto la cymbalta(dulexetina) o sertralina no son para dormir generalmente se utilizan para la depresión y ansiedad cosa que yo en mi caso no tengo ya q he pasado por todos los niveles y, el orfidal es tranquilizador y ansiolítico, es decir te están bombardeando con pastillas +|miriamsancam lealtad tanto la cymbaltadulexetina  sertralina  son para dormir generalmente se utilizan para la depresión  ansiedad cosa que yo en mi caso  tengo ya   pasado por todos los niveles  el orfidal es tranquilizador  ansiolítico es decir te están bombardeando con pastillas 
420|@TuitNutrition It worked for a short time but anxiety was too great for it. We switched to Cymbalta and it's been amazing! It's the first thing that's worked. You could almost see the difference, like a weight was being taken off and they went back to their old self. Wish we found it sooner.|tuitnutrition     short time  anxiety       switched  cymbalta    amazing            difference   weight            self wish  found  sooner
421|I’m trying to wean off of my cymbalta and these withdrawal symptoms are really bad. 😫 extreme dizziness and heart palpitations. (Which I’ve never even had before)| trying  wean    cymbalta   withdrawal symptoms   bad 😫 extreme dizziness  heart palpitations  ve    
422|@solo_capi @lealtad333 Si pero yo ni con orfidal tía .  Yo mañana tb médico .  Me va a subir el cymbalta o meterme sertralina . Tengo una pedazo de mudanza y reforma q voy a flipar .|solocapi lealtad si pero yo ni con orfidal tía   yo mañana tb médico    va  subir el cymbalta  meterme sertralina  tengo una pedazo de mudanza  reforma  voy  flipar 
423|@Mike_Prinke Maybe your brain’s the same as mine with the random crashes? Cymbalta fixed it for me (IANAD).|mikeprinke maybe  brain    mine   random crashes cymbalta fixed    ianad
424|@YoDoctorYo Can you please make my day and tell me Cymbalta for post Lyme is dumb 😢 doctor refuses to give me anything else|yodoctoryo   please   day  tell  cymbalta  post lyme  dumb 😢 doctor refuses     else
425|@Yikesberg_ Lexapro, Seroquel, AND Cymbalta. We got that triple crown|yikesberg lexapro seroquel  cymbalta    triple crown
426|おはようございます。お疲れ様です。４月28日木曜日今日も無理せずテキトーに頑張りましょう。。やっと木曜日やねん。。。サインバルタ60mg28錠https://t.co/oEH4d6YYx2 くすりエクスプレス商品 - うつ病・不安・不眠・あがり症・精神病|おはようございます。お疲れ様です。月日木曜日今日も無理せずテキトーに頑張りましょう。。やっと木曜日やねん。。。サインバルタmg錠httpscooehdyyx くすりエクスプレス商品  うつ病・不安・不眠・あがり症・精神病
427|@andromedaisles @CynnaAel @TheSmartCat42 @sicklybabe @batbushka I'm on 400mg a day, which used to be 600mg and also take cymbalta. That's absolutely terrifying. Not one doctor has said anything about seizures. I've been taking it for 7 years with nothing like the article says, but still. I'm still in excruciating pain with trama, gaba &amp; cymb.|andromedaisles cynnaael thesmartcat sicklybabe batbushka   mg  day     mg    cymbalta  absolutely terrifying   doctor     seizures   taking         article       excruciating pain  trama gaba amp cymb
428|Don't forget your cymbalta. You're absurd without it. But isolation never goes away; faith is ever out of reach.| forget  cymbalta re absurd    isolation  goes  faith     reach
429|@flafleflifloflu Eu estava com 0 tomando anticoncepcional e o Cymbalta.Mudei pro bupropiona e parei o anticoncepcionalLibido is back!|flafleflifloflu eu estava com  tomando anticoncepcional   cymbaltamudei pro bupropiona  parei  anticoncepcionallibido  
430|@SquirrelsongsJo @anikaluvsapples @batbushka Some, like cymbalta (SNRI), are also pain meds. It doesn't do much for me, but I know it does help some people's pain. Definitely think a pain med combo antidepressant is questionable tho and also conveniently makes it easier for Drs to blame chronic pain on mental health|squirrelsongsjo anikaluvsapples batbushka   cymbalta snri   pain meds            help  people pain definitely   pain med combo antidepressant  questionable tho   conveniently makes  easier  drs  blame chronic pain  mental health
431|RT @yezzzurp: If you take depression/anxiety medication what do you take? And how is your experienceI'm a duloxetine boy (cymbalta —where…|rt yezzzurp    depressionanxiety medication         experiencei  duloxetine boy cymbalta …
432|@yezzzurp Currently on fluoxitine after trying a few others that didn't really work long termButtttt I've put in work and kind of think I'm ready for something lighter so I'm about to try cymbalta for 2 weeksI hear it might also help with my chronic pain problems|yezzzurp currently  fluoxitine  trying         termbuttttt          ready   lighter     try cymbalta   weeksi hear    help   chronic pain 
433|@batbushka I was encouraged to switch to cymbalta from an ssri that had been working for me for years. Being on it was awful, as were the periods switching onto and off it. Thankfully I'm now back on the one that works for me. In no more pain than I was on cymbalta.|batbushka   encouraged  switch  cymbalta   ssri             awful    periods switching onto    thankfully              pain     cymbalta
434|If you take depression/anxiety medication what do you take? And how is your experienceI'm a duloxetine boy (cymbalta —where does depression hurt? Everywhere)|   depressionanxiety medication         experiencei  duloxetine boy cymbalta   depression hurt 
435|@LillyPad Not sure how you sleep at night. #cymbalta #cymbaltawithdrawal #evilpoison #uneducateddoctors #cluelesspsychiatrists|lillypad     sleep  night cymbalta cymbaltawithdrawal evilpoison uneducateddoctors cluelesspsychiatrists
436|Has anybody tried both Lexapro and Cymbalta? Which is better? I was once on Cymbalta and stopped months ago but clearly I need this stuff. Cymbalta worked but you're sleepy during the day, night sweats sometimes &amp; side effects from missing 1 dose are horrible. But it still works|  tried  lexapro  cymbalta        cymbalta  stopped months ago      stuff cymbalta   re sleepy   day night sweats sometimes amp  effects  missing  dose  horrible    
437|I have been prescribed Latuda for Bipolar and Ativan for anxiety. I didn’t like the Latuda but granted I didn’t give it long enough. I was on my good old Seroquel. I love it and Cymbalta. It’s my psych meds combo. I was diagnosed with Bipolar. Then rediagnosed with Borderline|   prescribed latuda  bipolar  ativan  anxiety  didn   latuda  granted  didn           seroquel  love   cymbalta   psych meds combo   diagnosed  bipolar  rediagnosed  borderline
438|@batbushka I tried Cymbalta, twice in order to be compliant. It made me so constipated I was taking a ton of Mirilax &amp; Senna every day to go. Pain clinic said, but you can go, right?  Excuse me???|batbushka  tried cymbalta twice     compliant     constipated   taking  ton  mirilax amp senna  day   pain clinic        excuse 
439|I’ve had a migraine from hell since I ran out. 🥺 they got fillled today. I also been on Cymbalta for pain and it helps with headaches as well as Prozac. Prozac worked great but I prefer Cymbalta.  https://t.co/ob5n88tSOw|ve   migraine  hell   ran  🥺   fillled      cymbalta  pain   helps  headaches    prozac prozac     prefer cymbalta  httpscoobntsow
440|@batbushka Yes! Im on cymbalta for depression. But have bad nerve pain so my pysch made it twice a day. And im scared to cut back down now cause of my mental health. I hate it.|batbushka  im  cymbalta  depression   bad nerve pain   pysch   twice  day  im scared  cut    cause   mental health  hate 
441|@TJ_Ormseth @sweater_vests That's the one need I can't take according to my gene test. I am on cymbalta and trazadone and seroquel. They won't give me benzo's line I was in cause I am on pain pills due to my DV. I have rods and screws in back. The PMP won't allow patients to be in 2 controlled substances.|tjormseth sweatervests        according   gene test    cymbalta  trazadone  seroquel     benzo line    cause    pain pills due   dv   rods  screws    pmp  allow patients     controlled substances
442|RT @DiskiSpace: They should invent anti-depressants that make you cum more.I’m so fucking sick of your shit Cymbalta|rt diskispace   invent antidepressants    cum   fucking sick   shit cymbalta
443|@batbushka Took Cymbalta for Fibromyalgia for 2 years my Dr miswrote my script TWICE couldn't get my proper dose spent almost 6 months in Cymbalta withdrawal. Tried to unalive myself multiple times because of it.|batbushka  cymbalta  fibromyalgia     dr miswrote  script twice    proper dose spent   months  cymbalta withdrawal tried  unalive  multiple times   
444|@ZenMeoww @MaelstromMinded @batbushka I'm currently on cymbalta and it's not doing anything for my pain. I'm just taking it so I can show it doesn't work for me. So they won't say I'm not a compliant patient. It sucks that we have to suffer like this.|zenmeoww maelstromminded batbushka  currently  cymbalta        pain   taking                  compliant patient  sucks     suffer  
445|The weirdest side effect of my Cymbalta is reoccurring dream locations. I’ve now visited the same NY apt a dozen times. Every detail stays the same. I could draw a floor plan. But the worst part is, in the dreams I inevitably panic that I haven’t been paying rent.| weirdest  effect   cymbalta  reoccurring dream locations ve  visited   ny apt  dozen times  detail stays     draw  floor plan   worst     dreams  inevitably panic   haven  paying rent
446|@MaelstromMinded @bibicosplays @batbushka I just got off Cymbalta by myself for this exact reason hahah but I’m lucky in that the side effects weren’t too bad. Amitriptyline MESSED ME UP THOUGH|maelstromminded bibicosplays batbushka     cymbalta     exact reason hahah   lucky     effects weren  bad amitriptyline messed   
447|@ZenMeoww @bibicosplays @batbushka "Cymbalta will help your pain!"Or it will make it feel like you hooked me up to a goddamned car battery, because it's short circuiting all those nerves that don't work right that you seem to think I'm imagining. 😒 Withdrawal started happening before my next dose was due.|zenmeoww bibicosplays batbushka cymbalta  help  pain     feel   hooked     goddamned car battery   short circuiting   nerves           imagining 😒 withdrawal started happening    dose  due
448|@ZenMeoww @bibicosplays @batbushka I've done the SSRI for pain thing too and it is *miserable.* It almost feels like the point is to get us to just endure the pain on our own by convincing us that treatment is gonna be awful.Coming off Cymbalta alone took a month with effects long after and was still awful.|zenmeoww bibicosplays batbushka    ssri  pain      miserable   feels          endure  pain     convincing   treatment  gonna  awfulcoming  cymbalta    month  effects      awful
449|So it’s been almost 4 weeks now without cymbalta. It’s slowly getting a little better. My intense head pain and zaps seemed to fade a bit after I had my iud inserted last Tuesday. I think the intense pain distracted the pain in my head.|     weeks   cymbalta  slowly getting  little   intense head pain  zaps   fade  bit     iud inserted  tuesday    intense pain distracted  pain   head
450|@maren_maxwell11 I have only read about Cymbalta and Effexor withdrawals 😢 Inhumane.|marenmaxwell    read  cymbalta  effexor withdrawals 😢 inhumane
451|Anyone else who takes cymbalta have random and uncontrollable tremors/shakes??| else  takes cymbalta  random  uncontrollable tremorsshakes
452|@simmer_sisselin @diccha99 Yup! Milnacipran (Savella), duloxetine (Cymbalta) and, pregabalin (Lyrica) are FDA-approved specifically to treat fibromyalgia. I take Savella &amp; it makes a huge difference for me but it may be a diff med for you. (Cymbalta&amp;Lyrica both made me too dizzy/lightheaded 😵‍💫)|simmersisselin diccha yup milnacipran savella duloxetine cymbalta  pregabalin lyrica  fdaapproved specifically  treat fibromyalgia   savella amp  makes  huge difference        diff med   cymbaltaamplyrica     dizzylightheaded 😵‍💫
453|and my cymbalta withdrawal symptoms r minimized like crazy (reclaimed) like naur maybe stacking made some points|  cymbalta withdrawal symptoms  minimized  crazy reclaimed  naur maybe stacking   
